seed_iid,direction,title,year,doi,abstract,venue
f36a08fe,backward,"User Risk, including users resistant to change, the con-ﬂict between users, users with negative attitudes toward the project, users not committed to the project, lack of cooperation from users",,,,
b123faf2,forward,Integrated risk management model in distributed IT teams,2025.0,10.23939/sisn2025.17.214,"The article presents an integrated approach to project risk management in distributed IT teams, combining the experimental methodology of Chaos Engineering, probabilistic modeling based on the Monte Carlo method, and a systematic Risk Register framework. The aim of the study is to develop a scientifically grounded risk management model for distributed IT teams that incorporates the temporal dynamics of risks, their cascading interdependencies, and the adaptive update of parameters based on feedback obtained through experimentation in accordance with the Chaos Engineering methodology. Within the proposed approach, key risk parameters specific to distributed teams are formalized as time lags, communication barriers, information barriers, system stability, proxy role effectiveness, team turnover, and functional distribution. For each parameter, corresponding statistical distributions are defined, enabling accurate forecasting through simulations.
The proposed model combines quantitative risk assessment via the Monte Carlo method with data from the Risk Register and dynamic adaptation of weight coefficients depending on parameter sensitivity. This adaptation is implemented using a weighted smoothing technique that accounts for systemic feedback. The model also captures cascading risk interdependencies via a dependency matrix and integrates the Chaos Engineering approach for experimental testing of system resilience. A structured Risk Register is developed to enable systematic assessment of probability, impact magnitude, overall Risk Score, and the evaluation method for each parameter. Additionally, a sample JSON structure has been designed to facilitate digital transfer of parameters across model components.","Vìsnik Nacìonalʹnogo unìversitetu ""Lʹvìvsʹka polìtehnìka"". Serìâ Ìnformacìjnì sistemi ta merežì"
b123faf2,forward,A Systematic Literature Review on Reasons and Approaches for Accurate Effort Estimations in Agile,2024.0,10.1145/3663365,"Background: Accurate effort estimation is crucial for planning in Agile iterative development. Agile estimation generally relies on consensus-based methods like planning poker, which require less time and information than other formal methods (e.g., COSMIC) but are prone to inaccuracies. Understanding the common reasons for inaccurate estimations and how proposed approaches can assist practitioners is essential. However, prior systematic literature reviews (SLR) only focus on the estimation practices (e.g., References [26, 127]) and the effort estimation approaches (e.g., Reference [6]). Aim: We aim at identifing themes of reasons for inaccurate estimations and classify approaches to improve effort estimation. Method: We conducted an SLR and identified the key themes and a taxonomy. Results: The reasons for inaccurate estimation are related to information quality, team, estimation practice, project management, and business influences. The effort estimation approaches were the most investigated in the literature, while only a few aim to support the effort estimation process. Yet, few automated approaches are at risk of data leakage and indirect validation scenarios. Recommendations: Practitioners should enhance the quality of information for effort estimation, potentially by adopting an automated approach. Future research should aim at improving the information quality, while avoiding data leakage and indirect validation scenarios.",ACM Computing Surveys
8de6dcfa,forward,MATHEMATICAL MODEL FOR CALCULATING THE EXPERT'S COMPETENCY LEVEL,2026.0,10.20998/2522-9052.2026.1.01,"In the context of the rapid development of information technologies, software quality is becoming critical for the successful operation of organizations in various industries. The growing complexity of modern software solutions requires the involvement of highly qualified specialists in software testing and quality assessment, capable of effectively identifying shortcomings and ensuring that the product meets established standards. At the same time, assessing the level of competence of such experts remains a difficult task, which is often based on subjective criteria and methods. The relevance of the study is due to the acute need of the modern IT market for objective tools for assessing the professional level of specialists, especially in the field of software quality assurance. Traditional approaches to qualification assessment, such as interviews, test tasks or resume analysis, often do not provide a complete and objective picture of the expert's competence. This problem becomes especially acute in the conditions of the global labor market, when companies are forced to evaluate specialists remotely, relying only on a limited set of data on their experience and skills. Today, software has become an integral part of many areas of our everyday life - from automation and optimization of production processes to creating comfort for an individual. The object of the study is the process of determining the level of competence of experts in software quality assessment. The subject of the study is a mathematical model for calculating the level of competence of an expert. The practical value of the results of the work is determined by the possibility of using the developed system by HR managers for effective selection of specialists, by heads of QA departments for the formation of balanced testing teams, by certification centers for objective assessment of competence, as well as by the experts themselves for planning their own professional development. Conclusion the developed mathematical model for calculating the level of competence of an expert allows you to reduce the time for assessing the competence of specialists, minimize the influence of subjective factors when making personnel decisions, and optimize the distribution of human resources in software development and testing projects.",Advanced Information Systems
8de6dcfa,forward,FESR - Framework to evaluate Software Reliability based on software metrics,2024.0,10.1145/3675018.3675030,"Evaluating reliability of software is hot concern for decision makers and software engineers seeing as if we assess, it cannot be mastered. It is common that reliability of system stratum could be employed for evaluating growth of testing of system with help of comparison of failure of currently implemented software with required system. It is also generic that reliability of system echelon assures improved utilization by the user consequently enhanced contentment of customers. In this paper, our goal is to put forward a meticulously analysis of reliability measurement process. As the existing approaches still lack software reliability, quality and its growth, successful generation of test cases, scalability with large software systems, cost and customer satisfaction. we have projected a new framework of software reliability measurement process based on software metrics. Our model is evaluated by comparing it with an existing model and a published case study. The control experiment is used to evaluate FESR Framework.",HP3C
8de6dcfa,forward,Software Defect Prediction using Cutting Edge Clustering Module and Machine Learning,2022.0,10.1109/ICIRCA54612.2022.9985569,"The defect in the software arrives from building it and it can be solved by the default prediction which aims to give the outputs as the defection prone components or the code parts in which there is a defect during the testing stage of the development procedure. The main outcome of the prediction of the particular models is to see that testing is performed and all the defects that are present in the particular part of the software too comes into play. Traditionally the defect prediction focuses on the design features which are done manually and involves the complexity metrics to provide the input to the ML classifiers for finding the defects in a certain area or entire program. Instead, as per the trend, the features which are semantically and structural to the programs generally fail during the testing phase. Further, it should be detected properly to develop a proper software. This research work intends to showcase the cutting edge approach of the clustering module as a part of the machine learning technique and find the defects in the software.",2022 4th International Conference on Inventive Research in Computing Applications (ICIRCA)
8de6dcfa,forward,Automating Staged Rollout with Reinforcement Learning,2022.0,10.1145/3510455.3512782,"Staged rollout is a strategy of incrementally releasing software updates to portions of the user population in order to accelerate defect discovery without incurring catastrophic outcomes such as system wide outages. Some past studies have examined how to quantify and automate staged rollout, but stop short of simultaneously considering multiple product or process metrics explicitly. This paper demonstrates the potential to automate staged rollout with multi-objective reinforcement learning in order to dynamically balance stakeholder needs such as time to deliver new features and downtime incurred by failures due to latent defects. CCS CONCEPTS • Software and its engineering → Software testing and debugging.",2022 IEEE/ACM 44th International Conference on Software Engineering: New Ideas and Emerging Results (ICSE-NIER)
8de6dcfa,forward,A Mapping of Assurance Techniques for Learning Enabled Autonomous Systems to the Systems Engineering Lifecycle,2022.0,10.1109/ICAA52185.2022.00013,"Learning enabled autonomous systems provide increased capabilities compared to traditional systems. However, the complexity of and probabilistic nature in the underlying methods enabling such capabilities present challenges for current systems engineering processes for assurance, and test, evaluation, verification, and validation (TEVV). This paper provides a preliminary attempt to map recently developed technical approaches in the assurance and TEVV of learning enabled autonomous systems (LEAS) literature to a traditional systems engineering v-model. This mapping categorizes such techniques into three main approaches: development, acquisition, and sustainment. This mapping reviews the latest techniques to develop safe, reliable, and resilient learning enabled autonomous systems, without recommending radical and impractical changes to existing systems engineering processes. By performing this mapping, we seek to assist acquisition professionals by (i) informing comprehensive test and evaluation planning, and (ii) objectively communicating risk to leaders.",International Conference on Applied Algorithms
8de6dcfa,forward,Quantifying the Impact of Staged Rollout Policies on Software Process and Product Metrics,2022.0,10.1109/RAMS51457.2022.9894011,"Software processes define specific sequences of activities performed to effectively produce software, whereas tools provide concrete computational artifacts by which these processes are carried out. Tool independent modeling of processes and related practices enable quantitative assessment of software and competing approaches. This paper presents a framework to assess an approach employed in modern software development known as staged rollout, which releases new or updated software features to a fraction of the user base in order to accelerate defect discovery without imposing the possibility of failure on all users. The framework quantifies process metrics such as delivery time and product metrics, including reliability, availability, security, and safety, enabling tradeoff analysis to objectively assess the quality of software produced by vendors, establish baselines, and guide process and product improvement. Failure data collected during software testing is employed to emulate the approach as if the project were ongoing. The underlying problem is to identify a policy that decides when to perform various stages of rollout based on the software’s failure intensity. The illustrations demonstrate how alternative policies impose tradeoffs between two or more of the process and product metrics.",Reliability and Maintainability Symposium
8de6dcfa,forward,Statistical perspectives on reliability of artificial intelligence systems,2021.0,10.1080/08982112.2022.2089854,"Abstract Artificial intelligence (AI) systems are increasingly popular in many applications. Nevertheless, AI technologies are still developing, and many issues need to be addressed. Among those, the reliability of AI systems needs to be demonstrated so that AI systems can be used with confidence by the general public. In this paper, we provide statistical perspectives on the reliability of AI systems, focusing on the time dimension. That is, the system can perform its designed functionality for the intended period of time. We introduce a so-called “SMART” statistical framework for AI reliability research, which includes five components: Structure of the system, Metrics of reliability, Analysis of failure causes, Reliability assessment, and Test planning. We review traditional methods in reliability data analysis and software reliability, and discuss how those existing methods can be transformed for reliability modeling and assessment of AI systems. Different from traditional reliability studies, the focus of AI reliability is on the software system to include the training data. Thus, we describe recent developments in modeling and analysis of AI reliability for software systems. The paper outlines statistical research challenges in this area, including out-of-distribution detection, the effect of the training set, adversarial attacks, model accuracy, and uncertainty quantification. We discuss how those topics can be related to AI reliability, with illustrative examples. The final element of SMART (test planning), is critical for the demonstration of AI reliability. Therefore we discuss data collection and testing planning, highlighting methods for improving system design in order to achieve higher AI reliability. The paper closes with some concluding remarks.",arXiv.org
8de6dcfa,forward,A Survey of different machine learning models for software defect testing,2021.0,,,
8de6dcfa,forward,2020 IEEE 31st International Symposium on Software Reliability Engineering (ISSRE),2020.0,10.1109/issre50003.2020,,
588a19f5,forward,Mining and Assessing Issue Resolution Processes in Open Source Software Repositories,2025.0,10.1109/CSCWD64889.2025.11033176,"Resolving issues is a key activity in open-source software (OSS) development, but the ad hoc nature of issue handling on platforms like GitHub makes it challenging to understand the underlying processes of issue resolution, how well such processes are organized, and how to effectively improve issue resolution efficiency. In this work, we quantitatively examine the relationship between issues' organization levels, modeled as process uncertainties, and resolution efficiency measured by issue lifetime and event transition time. We propose an information-theoretical approach to assess the uncertainty lies in issue processing by calculating the entropy of Direct Follow Graphs (DFGs) that represent issue processes. Instead of performing analysis on a project's all issues as a whole, which may lead to over complex models, we find concise yet representative DFG-based models for a project's issues with an entropy-guided KMeans++ clustering algorithm. Findings from real-world OSS projects' issues suggest that higher process uncertainty of issues is associated with longer issue lifetime and extended event transition time. The result also indicates that enhancing issue process organization can potentially improve issue resolution efficiency.",International Conference on Computer Supported Cooperative Work in Design
588a19f5,forward,Process mining for agile software process assessment and improvement,2025.0,10.1016/j.infsof.2025.107680,,Information and Software Technology
588a19f5,forward,Unveiling Use Cases for Human Resource Mining,2024.0,10.1007/s12599-024-00894-3,,Business & Information Systems Engineering
588a19f5,forward,Designing a conceptual green process model in software development: A mixed method approach,2023.0,10.1016/j.jjimei.2023.100204,,Int. J. Inf. Manag. Data Insights
588a19f5,forward,A Review to Find Elicitation Methods for Business Process Automation Software,2023.0,10.3390/software2020008,"Several organizations have invested in business process automation software to improve their processes. Unstandardized processes with high variance and unstructured data encumber the requirements elicitation for business process automation software. This study conducted a systematic literature review to discover methods to understand business processes and elicit requirements for business process automation software. The review revealed many methods used to understand business processes, but only one was employed to elicit requirements for business process automation software. In addition, the review identified some challenges and opportunities. The challenges of developing a business process automation software include dealing with business processes, meeting the needs of the organization, choosing the right approach, and adapting to changes in the process during the development. These challenges open opportunities for proposing specific approaches to elicit requirements in this context.",Software
588a19f5,forward,“Real Attackers Don't Compute Gradients”: Bridging the Gap Between Adversarial ML Research and Practice,2022.0,10.1109/SaTML54575.2023.00031,"Recent years have seen a proliferation of research on adversarial machine learning. Numerous papers demonstrate powerful algorithmic attacks against a wide variety of machine learning (ML) models, and numerous other papers propose defenses that can withstand most attacks. However, abundant real-world evidence suggests that actual attackers use simple tactics to subvert ML-driven systems, and as a result security practitioners have not prioritized adversarial ML defenses. Motivated by the apparent gap between researchers and practitioners, this position paper aims to bridge the two domains. We first present three real-world case studies from which we can glean practical insights unknown or neglected in research. Next we analyze all adversarial ML papers recently published in top security conferences, highlighting positive trends and blind spots. Finally, we state positions on precise and cost-driven threat modeling, collaboration between industry and academia, and reproducible research. We believe that our positions, if adopted, will increase the real-world impact of future endeavours in adver-sarial ML, bringing both researchers and practitioners closer to their shared goal of improving the security of ML systems.",2023 IEEE Conference on Secure and Trustworthy Machine Learning (SaTML)
588a19f5,forward,Task estimation for software company employees based on computer interaction logs,2021.0,10.1007/s10664-021-10006-4,,Empirical Software Engineering
588a19f5,forward,Process Mining bei hybriden Vorgehensmodellen zur Umsetzung von Unternehmenssoftware,2021.0,10.1007/s00287-021-01359-7,"Process Mining hat sich in den vergangenen Jahren zur Analyse von Prozessdaten etabliert und wird in verschiedenen Kontexten, wie beispielsweise Industrie 4.0, eingesetzt. Die Potenziale dieser Technologie liegen jedoch nicht nur in der Analyse von Wertschöpfungsprozessen im Kontext von Produktion und Verwaltung. Die Technologie kann darüber hinaus auch für die Verbesserung des Vorgehens bei den dazugehörigen – meist großen und komplexen – Softwareprojekten genutzt werden. Für die Umsetzung der für Industrie‑4.0‑Prozesse erforderlichen Unternehmenssoftware werden häufig agile oder hybride Vorgehensmodelle eingesetzt. Software Innovations unterstützen die Umsetzung in zweierlei Hinsicht. Software Innovations bezeichnen zum einen Innovationen für das Software Engineering durch neue Vorgehensmodelle, Methoden und Werkzeuge. Zum anderen umfasst der Begriff Innovationen, welche durch (neuartige) Software ermöglicht werden. Ausgehend von diesen beiden Aspekten von Software Innovations beschreibt der Beitrag, wie Process Mining zur Analyse und Verbesserung des Vorgehens bei Unternehmenssoftwareprojekten verwendet werden kann. Der Schwerpunkt liegt auf der Anwendung und Verbesserung von hybrid durchgeführten Entwicklungs- und Konfigurationsprojekten. Das vorgestellte Verfahren kann jedoch auch für klassisch oder agil durchgeführte Projekte angewendet werden. Es dient generell dazu, den Prozess zur Softwareerstellung kontinuierlich, anhand von Erkenntnissen aus laufenden und abgeschlossenen Projekten, automatisiert zu analysieren und zu verbessern. Hierzu wird exemplarisch der hybride Referenzprozess aus dem Vorgehensmodell eines mittelständischen Software- und Beratungsunternehmens als Anwendungsfall betrachtet.",Informatik-Spektrum
588a19f5,forward,Profiling Software Developers with Process Mining and N-Gram Language Models,2021.0,,"Context: Profiling developers is challenging since many factors, such as their skills, experience, development environment and behaviors, may influence a detailed analysis and the delivery of coherent interpretations. Objective: We aim at profiling software developers by mining their software development process. To do so, we performed a controlled experiment where, in the realm of a Python programming contest, a group of developers had the same well-defined set of requirements specifications and a well-defined sprint schedule. Events were collected from the PyCharm IDE, and from the Mooshak automatic jury where subjects checked-in their code. Method: We used n-gram language models and text mining to characterize developers' profiles, and process mining algorithms to discover their overall workflows and extract the correspondent metrics for further evaluation. Results: Findings show that we can clearly characterize with a coherent rationale most developers, and distinguish the top performers from the ones with more challenging behaviors. This approach may lead ultimately to the creation of a catalog of software development process smells. Conclusions: The profile of a developer provides a software project manager a clue for the selection of appropriate tasks he/she should be assigned. With the increasing usage of low and no-code platforms, where coding is automatically generated from an upper abstraction layer, mining developer's actions in the development platforms is a promising approach to early detect not only behaviors but also assess project complexity and model effort.",arXiv.org
588a19f5,forward,Unveiling process insights from refactoring practices,2020.0,10.1016/j.csi.2021.103587,"Context : Software comprehension and maintenance activities, such as refactoring, are said to be negatively impacted by software complexity. The methods used to measure software product and processes complexity have been thoroughly debated in the literature. However, the discernment about the possible links between these two dimensions, particularly on the benefits of using the process perspective, has a long journey ahead. Objective: To improve the understanding of the liaison of developers' activities and software complexity within a refactoring task, namely by evaluating if process metrics gathered from the IDE, using process mining methods and tools, are suitable to accurately classify different refactoring practices and the resulting software complexity. Method: We mined source code metrics from a software product after a quality improvement task was given in parallel to (117) software developers, organized in (71) teams. Simultaneously, we collected events from their IDE work sessions (320) and used process mining to model their processes and extract the correspondent metrics. Results: Most teams using a plugin for refactoring (JDeodorant) reduced software complexity more effectively and with simpler processes than the ones that performed refactoring using only Eclipse native features. We were able to find moderate correlations (43%) between software cyclomatic complexity and process cyclomatic complexity. The best models found for the refactoring method and cyclomatic complexity level predictions, had an accuracy of 92.95% and 94.36%, respectively. Conclusions: Our approach agnostic to programming languages, geographic location, or development practices. Initial findings are encouraging, and lead us to suggest practitioners may use our method in other development tasks, such as, defect analysis and unit or integration tests.",Comput. Stand. Interfaces
588a19f5,forward,Process Mining Adoption - A Technology Continuity Versus Discontinuity Perspective,2020.0,10.1007/978-3-030-58638-6_14,,International Conference on Business Process Management
588a19f5,forward,Using Process Mining to Leverage the Development of a Family of Mobile Applications,2023.0,10.15514/ispras-2023-35(3)-13,"Enterprises often provide their services via a family of applications based on various platforms. Applications in such a family can behave differently. Their development processes can differ as well. Moreover, modern development processes are often complex and sometimes vague. This can lead to bugs, defects, and unwanted discrepancies in applications. In this paper, we show that process mining can be applied to leverage the development in such a case. Real-life models can be discovered and investigated by the developer teams in order to reveal differences in application behaviour, find bugs, and highlight inefficiencies. We consider datasets with event data of two types. Firstly, we analyse event logs of Android and iOS applications of the same product family. Secondly, we consider event data from working repositories of these applications. We show how by analysing such datasets, the real-life development process can be discovered. Besides, application event logs can help to find more and less severe bugs and unwanted behaviour.",Proceedings of the Institute for System Programming of RAS
588a19f5,forward,Mapping Process Mining Techniques to Agile Software Development Perspectives,2023.0,10.5220/0011850500003464,": Agile Software Development (ASD) processes have surfaced as an effective alternative for more efficient software project management. They concentrate on a set of informal best practices instead of a standardised process, making it difficult to determine the degree of real implementation in an organization. Process Mining (PM) can play a key role in such analysis by discovering the software development process model followed in a certain set of software projects, and by analysing event logs that report the projects’ executed tasks. These discovered processes can then be compared to standardised ASD methods such as Scrum and eXtreme Programming (XP), and improved accordingly. Motivated by this, we present in this paper a literature review revealing the state of the art of Process Mining and its usage in ASD processes, but under a correlation between the three main research areas of PM (discovery, conformance, and enhancement), and the main ASD process perspectives including organisational/team, control-flow, quality, time, cost & risk, and data. We then analyse and discuss the results of this review quantitatively and qualitatively and prospect future opportunities for research accordingly.",International Conference on Evaluation of Novel Approaches to Software Engineering
588a19f5,forward,Master ICT in Business and the Public Sector,2022.0,,,
588a19f5,forward,Fuzzy-based Process Mining to Discover the Coding Behavior: Challenges and Future Works,2022.0,,,OLUD@WCCI
588a19f5,forward,Process Mining for IS Project Success Factors Management: A proposal,2021.0,,,ACIS
588a19f5,forward,"Business Process Management Forum: BPM Forum 2020, Seville, Spain, September 13–18, 2020, Proceedings",2020.0,10.1007/978-3-030-58638-6,,International Conference on Business Process Management
588a19f5,forward,Modelling and Validation of Trading and Multi-Agent Systems : An Approach Based on Process Mining and Petri Nets ?,2019.0,,,
4409efef,forward,Bug Priority Change Prediction: An Exploratory Study on Apache Software,2025.0,10.1145/3785148,"Bug fixing is a critical activity in the software development process. In issue tracking systems such as JIRA, each bug report is assigned a priority level to indicate the urgency and importance level of the bug. The priority may change during the bug fixing process, indicating that the urgency and importance level of the bug will change with the bug fixing. However, manually evaluating priority changes for bugs is a tedious process that heavily relies on the subjective judgment of developers and project managers, leading to incorrect priority changes and thus hindering timely bug fixes. Given the lack of research on bug priority change prediction, we propose a novel two-phase bug report priority change prediction method based on bug fixing evolution features and class imbalance handling strategy. Specifically, we divided the bug lifecycle into two phases: bug reporting and bug fixing, and constructed bug priority change prediction models for each phase. To evaluate the performance of our method, we conducted experiments on a bug dataset constructed from 32 non-trivial Apache projects. The experimental results show that our proposed bug fixing evolution features and the adopted class imbalance handling strategy can effectively improve the performance of prediction models. The F1-score of the prediction model constructed for the bug reporting phase reached 0.798, while the F1-weighted and F1-macro of the prediction model constructed for the bug fixing phase were 0.712 and 0.613, respectively. Furthermore, we explored the cross-project applicability of our prediction models and their performance at different priority levels. The findings indicate large variations in model performance across different projects, although the overall scores remain decent. Meanwhile, the predictive performance across various priority levels remained relatively consistently high.",ACM Transactions on Software Engineering and Methodology
4409efef,forward,Analyzing Hybrid Feature Representations for Improved Multiclass Bug Severity Classification,2025.0,10.48084/etasr.11090,"The severity classification of software bugs plays a crucial role in the field of software maintenance, as it enables developers to prioritize issues. The present study investigates the effectiveness of hybrid feature representations in improving multiclass bug severity classification using Mozilla bug reports, which contain five predefined severity levels. This study explores the impact of integrating traditional statistical features—Term Frequency-Inverse Document Frequency (TF-IDF)—with contextual word embeddings, including Word2Vec, FastText, and Bidirectional Encoder Representations from Transformers (BERT), to enhance classification performance. Additionally, an assessment is conducted to determine the influence of feature selection techniques, including no selection (all features), Least Absolute Shrinkage and Selection Operator (LASSO), and Principal Component Analysis (PCA), on model performance and training efficiency. The classification performance is measured using three machine learning models: Logistic Regression (LR), Support Vector Machine (SVM), and Random Forest (RF). The results demonstrate that incorporating word embeddings with TF-IDF consistently improves the performance of LR across all cases, achieving an accuracy range of 65.95%–66.15%, compared to 65.69% with TF-IDF alone. Furthermore, applying LASSO for feature selection has been shown to significantly reduce training time while enhancing the performance of SVM. However, the efficacy of hybrid feature representations was found to be less effective for RF. These findings highlight the benefits of hybrid feature representations and feature selection techniques in text-based multiclass classification tasks. This research provides valuable insights for optimizing bug severity classification and can be extended to other domains requiring effective text classification strategies.","Engineering, Technology &amp; Applied Science Research"
4409efef,forward,A novel LLM-based classifier for predicting bug-fixing time in Bug Tracking Systems,2025.0,10.1016/j.jss.2025.112569,,Journal of Systems and Software
4409efef,forward,Mining Discriminative Issue Resolution Temporal Sequential Patterns in Open Source Software Repositories,2025.0,10.1145/3755881.3755903,"Resolving issue reports is essential to the development of open-source software, which helps developers collaborate, communicate, and fix bugs, thereby ensuring the quality and functionality of the software. While previous studies focus on the static factors that impact the issue resolution time, few of them investigate the issue resolution patterns. In this paper, we propose an approach based on discriminative sequential pattern mining to discover the patterns in issue resolution processes with different efficiency. We devise an issue resolution process modeling method, which adds events’ time interval values to the activity sequences, thus providing a richer understanding of the issue resolution. And we find that there are several typical patterns in the issue resolution process with different lifetimes. To guide developers in prioritizing issues and allocating resources, we propose a prediction model and a recommendation approach based on the mined patterns. We extract features from patterns and construct random forest classifier models to predict the resolution speed of issues (fast, normal or slow). The accuracy of our models reaches 70% or higher in most repositories and mixed repositories’ data, indicating a great performance. Finally, we recommend actions to users participating in ongoing issues at an early stage based on the mined patterns, thus improving the efficiency of issue resolution process.",Asia-Pacific Symposium on Internetware
4409efef,forward,Prediction of Software Bug Fixing Time Using Intuitionistic Fuzzy Similarity Measure on Bug Informative Terms,2024.0,10.1109/OCIT65031.2024.00095,"Nowadays, industries are more concerned with the timely delivery of quality software. The release of software totally depends upon the time required to fix the software bugs. The project team has to estimate the average time required to fix the bugs in accordance with the project schedule and available resources. The severity and priority of the software bug play a significant role in estimating the average time required to fix the bugs. However, the presence of multiple classes of severity and priority poses a greater challenge for the project team in terms of bug fixing time estimation. To address the aforementioned problem in this paper, an intuitionistic fuzzy similarity (IFS) measure-based bug time estimation technique is developed using the priority and severity of the software bug. The informative terms of severity and priority are used to determine the IFS measure of a new bug to multiple classes of severity and priority. The average bug fixing time for each severity and priority groups is utilized to predict the bug fixing time of a newly reported bug. The proposed bug estimation techniques provide a better MAE, RMSE, and $R^{2}$ score over various software bug repositories compared to other bug fixing time estimation techniques.",2024 OITS International Conference on Information Technology (OCIT)
4409efef,forward,Predicting Issue Resolution Time of OSS Using Multiple Features,2024.0,10.1002/smr.2746,"Developers utilize issue tracking systems to track ideas, feedback, tasks, and bugs for projects in the open‐source software ecosystem of GitHub. In this context, extensive bug reports and feature requests are raised as issues that need to be resolved. This makes issue resolution prediction become more and more important in project management. To address this problem, this paper constructed a multiple feature set from the perspectives of project, issue, and developer, by combining static and dynamic features of issues. Then, we refine a feature set based on the feature's importance. Furthermore, we proposed a method to explore what features and how these features affect the prediction of issue resolution time. Experiments are conducted on a dataset of 46,735 resolved issues from 18 popular GitHub projects to validate the effectiveness of the refined feature set. The results show that our prediction method outperforms the baseline methods.",J. Softw. Evol. Process.
4409efef,forward,Investigating the Impact of Developer Proficiency on Bug-Fixing Efficiency and Accuracy,2024.0,10.1109/incit63192.2024.10810579,"The efficiency and accuracy of bug-fixing are vital for timely issue resolution, software quality, and user satisfaction. Assigning a high-proficiency developer to fix bugs can significantly impact resolution times, bug accuracy, code complexity, team productivity, and user experience. This paper evaluates developer proficiency by analyzing bug repository data and its effects on bug-fixing efficiency and accuracy. We introduced a method to measure developer proficiency (DP) based on data from bug repositories, identifying six influencing factors validated by industry practitioners. Then we empirically studied three open-source bug repositories comprising 85,386 issues to investigate the impact of developer proficiency on bug-fixing efficiency and accuracy. Using multiple non-parametric tests, we found that proficient developers are generally more efficient and accurate in bug-fixing. The outcomes of our study can significantly help project managers and team leads to understand the importance of assigning proficient developers to enhance bug-fixing efficiency and accuracy during the software maintenance phase.",International Conference on Information Technology
4409efef,forward,An Empirical Study of Vulnerability Handling Times in CPython,2024.0,10.1109/SANER64311.2025.00097,"The paper examines the handling times of software vulnerabilities in CPython, the reference implementation and interpreter for the today's likely most popular programming language, Python. The background comes from the so-called vulnerability life cycle analysis, the literature on bug fixing times, and the recent research on security of Python software. Based on regression analysis, the associated vulnerability fixing times can be explained very well merely by knowing who have reported the vulnerabilities. Severity, proof-of-concept code, commits made to a version control system, comments posted on a bug tracker, and references to other sources do not explain the vulnerability fixing times. With these results, the paper contributes to the recent effort to better understand security of the Python ecosystem.","IEEE International Conference on Software Analysis, Evolution, and Reengineering"
4409efef,forward,Bug Analysis Towards Bug Resolution Time Prediction,2024.0,10.48550/arXiv.2407.21241,"Bugs are inevitable in software development, and their reporting in open repositories can enhance software transparency and reliability assessment. This study aims to extract information from the issue tracking system Jira and proposes a methodology to estimate resolution time for new bugs. The methodology is applied to network project ONAP, addressing concerns of network operators and manufacturers. This research provides insights into bug resolution times and related aspects in network softwarization projects.",arXiv.org
4409efef,forward,Graph-Driven Exploration of Issue Handling Schemes in Software Projects,2024.0,10.3390/app14114723,"The Issue Tracking System (ITS) repositories are rich sources of software development documentation that are useful in assessing the status and quality of software projects. An original model is proposed for tracing issue handling activities and their impact on project progress. As opposed to classical data mining of software repositories, we consider fine-grained features of issues which provide a better insight into project evolution. A thorough analysis of repository contents allows us to define useful metrics for characterizing issue handling schemes. These metrics are derived from the introduced graph model and developed original data mining algorithms targeting timing, issue flow progress and project actor activity aspects. This study is associated with issue processing states and their sequences (handling paths), leading to problem resolution. The introduced taxonomy of issue processing schemes facilitates the creation of a pertinent knowledge database and the identification of both bad (anomalies) and good practices. The proposed approach is illustrated with experimental results related to a representative set of ITS project repositories. These results enhance experts’ knowledge of the project and can be used for correct decision-making actions. They reveal weak points in project development and possible directions for improvement.",Applied Sciences
4409efef,forward,Predicting Bug-Fixing Time with Rating Features - A Comparison Between Ratings and Reputations,2024.0,10.14210/cotb.v15.p030-037,"ABSTRACTPredicting bug-fixing time plays an important role in allowing asoftware manager and team to make decisions about allocationof resources, prioritization and scheduling. Estimating the timeto fix a bug is not a simple task. In the literature, machine learning(ML) models have been proposed to help software managersdecide whether a bug might be fixed now or later. One featurehighlighted in ML models for predicting bug-fixing time is reporterreputation. However, these features are based on the participationof the reporter or developer in the project, but do not take intoaccount the time taken to fix the bugs. In this study, we proposenew two features called ""reporter rating"" and ""developer rating.""Unlike reputations, ratings are based on the time taken to fix abug. In this study, we carried out an experiment in two datasetscontaining bug reports.We ran the reputation and rating features inten ML models and compared the results. Additionally, we verifiedthe features together and combined them with textual features. Asa result, we found that ratings can improve the performance of themodels. Ratings had the best results in probabilistic models, whilereputation was better in models that use the decision tree approach.When used together, reputations and ratings do not substantiallyincrease the performance of the models when compared to individualresults. However, ratings improve performance when combinedwith textual features more than reputations.",Anais do XV Computer on the Beach - COTB'24
4409efef,forward,Comparative analysis of real issues in open-source machine learning projects,2024.0,10.1007/s10664-024-10467-3,,Empirical Software Engineering
